,Cat.Sel,Group.Description,Desc,Qty,RCV,group_1,group_2,group_3,buildarchtype
6057,FNH.SROD,Bath,Shower curtain rod,1,41.42,Bath,main,Full Bath,R_1-M-C-ST
6058,PLM.TSFAU-,Bath,Tub/shower faucet - Standard grade,1,311.06,Bath,main,Full Bath,R_1-M-C-ST
6059,HVC.DCTFN3,Bath,"Ductwork - flexible - non-insulated - 3"" round",10,78.84,Bath,main,Full Bath,R_1-M-C-ST
6060,HVC.BVENT-,Bath,Bathroom ventilation fan - Standard grade,1,107.5,Bath,main,Full Bath,R_1-M-C-ST
6061,LIT.BAR4,Bath,Light bar - 4 lights,1,107.35,Bath,main,Full Bath,R_1-M-C-ST
6062,FNH.DORH-,Bath,Door knob - interior - Standard grade,1,48.16,Bath,main,Full Bath,R_1-M-C-ST
6063,PNT.DOR,Bath,Paint door slab only - 2 coats (per side),2,93.44,Bath,main,Full Bath,R_1-M-C-ST
6064,PNT.DORT,Bath,Paint door/window trim & jamb - 2 coats (per side),2,75.26,Bath,main,Full Bath,R_1-M-C-ST
6065,DOR.AV-,Bath,Interior door unit - Standard grade,1,350.98,Bath,main,Full Bath,R_1-M-C-ST
6066,ELE.GFI,Bath,Ground fault interrupter (GFI) outlet,1,44.4,Bath,main,Full Bath,R_1-M-C-ST
6067,CAB.VAN-,Bath,Vanity - Standard grade,3,537.84,Bath,main,Full Bath,R_1-M-C-ST
6068,CAB.CTFSPL4,Bath,"4"" backsplash for flat laid countertop",3,34.7,Bath,main,Full Bath,R_1-M-C-ST
6069,CAB.CTFL-,Bath,Countertop - flat laid plastic laminate - Standard grade,3,134.53,Bath,main,Full Bath,R_1-M-C-ST
6070,PLM.FAUBA-,Bath,Sink faucet - Bathroom - Standard grade,1,212.32,Bath,main,Full Bath,R_1-M-C-ST
6071,PLM.RFIXP-,Bath,Rough-in plumbing - per fixture - w/PEX - Branch system,0.75,495.59,Bath,main,Full Bath,R_1-M-C-ST
6072,PLM.RFIXP-,Bath,Rough-in plumbing - per fixture - w/PEX - Branch system,0.25,165.2,Bath,main,Full Bath,R_1-M-C-ST
6073,PLM.SNK-,Bath,Sink - single - Standard grade,1,238.07,Bath,main,Full Bath,R_1-M-C-ST
6074,PNT.SP,Bath,Seal/prime (1 coat) then paint (1 coat) the surface area,180,211.68,Bath,main,Full Bath,R_1-M-C-ST
6075,DRY.1/2,Bath,"1/2"" drywall - hung, taped, floated, ready for paint",180,576.72,Bath,main,Full Bath,R_1-M-C-ST
6076,PNT.B,Bath,Paint baseboard - one coat,11.25,12.28,Bath,main,Full Bath,R_1-M-C-ST
6077,FNC.B3,Bath,"Baseboard - 3 1/4""",11.25,69.12,Bath,main,Full Bath,R_1-M-C-ST
6078,DRY.1/2,Bath,"1/2"" drywall - hung, taped, floated, ready for paint",29.97,96.02,Bath,main,Full Bath,R_1-M-C-ST
6079,PNT.S,Bath,Seal the surface area w/latex based stain blocker - one coat,29.97,22.66,Bath,main,Full Bath,R_1-M-C-ST
6080,PNT.P,Bath,Paint the surface area - one coat,29.97,24.82,Bath,main,Full Bath,R_1-M-C-ST
6081,FCV.PLK,Bath,Vinyl plank flooring,6.29,42.95,Bath,main,Full Bath,R_1-M-C-ST
6082,FCV.AV-,Bath,Vinyl floor covering (sheet goods) - Standard grade,6.89,36.8,Bath,main,Full Bath,R_1-M-C-ST
6083,FCW.LAM,Bath,Snaplock Laminate - simulated wood flooring,5.99,39.25,Bath,main,Full Bath,R_1-M-C-ST
6084,FCW.FIN,Bath,Sand & finish wood floor (natural finish),5.99,25.72,Bath,main,Full Bath,R_1-M-C-ST
6085,FCW.AV,Bath,Oak flooring - #1 common - no finish,5.99,62.53,Bath,main,Full Bath,R_1-M-C-ST
6086,FCC.PAD-,Bath,Carpet pad - Standard grade,6.89,5.54,Bath,main,Full Bath,R_1-M-C-ST
6087,FCC.AV-,Bath,Carpet - Standard grade,6.89,34.81,Bath,main,Full Bath,R_1-M-C-ST
6088,ELE.OS,Bath3,Outlet,2,31.84,Bath3,main,Half Bath,R_1-M-C-ST
6089,ELE.GFI,Bath3,Ground fault interrupter (GFI) outlet,1,44.4,Bath3,main,Half Bath,R_1-M-C-ST
6090,FNH.TBAR,Bath3,Towel bar,1,43.91,Bath3,main,Half Bath,R_1-M-C-ST
6091,PNT.SHW,Bath3,"Seal & paint wood shelving, 12""- 24"" width",10,53.28,Bath3,main,Half Bath,R_1-M-C-ST
6092,FNC.SH16,Bath3,"Shelving - 16"" - in place",10,138.6,Bath3,main,Half Bath,R_1-M-C-ST
6093,MSD.AV,Bath3,"Mirror - 1/4"" plate glass",6,134.86,Bath3,main,Half Bath,R_1-M-C-ST
6094,PLM.RFIXP-,Bath3,Rough-in plumbing - per fixture - w/PEX - Branch system,0.75,495.59,Bath3,main,Half Bath,R_1-M-C-ST
6095,PLM.RFIXP-,Bath3,Rough-in plumbing - per fixture - w/PEX - Branch system,0.25,165.2,Bath3,main,Half Bath,R_1-M-C-ST
6096,PLM.TLTS-,Bath3,Toilet seat - Standard grade,1,47.31,Bath3,main,Half Bath,R_1-M-C-ST
6097,PLM.TLT-,Bath3,Toilet - Standard grade,1,503.01,Bath3,main,Half Bath,R_1-M-C-ST
6098,HVC.DCTFN3,Bath3,"Ductwork - flexible - non-insulated - 3"" round",10,78.84,Bath3,main,Half Bath,R_1-M-C-ST
6099,HVC.BVENT-,Bath3,Bathroom ventilation fan - Standard grade,1,107.5,Bath3,main,Half Bath,R_1-M-C-ST
6100,LIT.BAR3,Bath3,Light bar - 3 lights,1,90.8,Bath3,main,Half Bath,R_1-M-C-ST
6101,FNH.DORH-,Bath3,Door knob - interior - Standard grade,1,48.16,Bath3,main,Half Bath,R_1-M-C-ST
6102,PNT.DOR,Bath3,Paint door slab only - 2 coats (per side),2,93.44,Bath3,main,Half Bath,R_1-M-C-ST
6103,PNT.DORT,Bath3,Paint door/window trim & jamb - 2 coats (per side),2,75.26,Bath3,main,Half Bath,R_1-M-C-ST
6104,DOR.WDPNL,Bath3,Wood door - panel - solid pine,1,386.42,Bath3,main,Half Bath,R_1-M-C-ST
6105,CAB.VAN-,Bath3,Vanity - Standard grade,2.5,448.2,Bath3,main,Half Bath,R_1-M-C-ST
6106,CAB.CTFSPL4,Bath3,"4"" backsplash for flat laid countertop",2.5,28.92,Bath3,main,Half Bath,R_1-M-C-ST
6107,CAB.CTFL-,Bath3,Countertop - flat laid plastic laminate - Standard grade,2.5,112.11,Bath3,main,Half Bath,R_1-M-C-ST
6108,PLM.FAUBA-,Bath3,Sink faucet - Bathroom - Standard grade,1,212.32,Bath3,main,Half Bath,R_1-M-C-ST
6109,PLM.RFIXP-,Bath3,Rough-in plumbing - per fixture - w/PEX - Branch system,0.75,495.59,Bath3,main,Half Bath,R_1-M-C-ST
6110,PLM.RFIXP-,Bath3,Rough-in plumbing - per fixture - w/PEX - Branch system,0.25,165.2,Bath3,main,Half Bath,R_1-M-C-ST
6111,PLM.SNK-,Bath3,Sink - single - Standard grade,1,238.07,Bath3,main,Half Bath,R_1-M-C-ST
6112,PNT.SP,Bath3,Seal/prime (1 coat) then paint (1 coat) the surface area,138.67,163.08,Bath3,main,Half Bath,R_1-M-C-ST
6113,DRY.1/2,Bath3,"1/2"" drywall - hung, taped, floated, ready for paint",138.67,444.31,Bath3,main,Half Bath,R_1-M-C-ST
6114,PNT.B,Bath3,Paint baseboard - one coat,8.67,9.47,Bath3,main,Half Bath,R_1-M-C-ST
6115,FNC.B3,Bath3,"Baseboard - 3 1/4""",8.67,53.27,Bath3,main,Half Bath,R_1-M-C-ST
6116,DRY.1/2,Bath3,"1/2"" drywall - hung, taped, floated, ready for paint",18.78,60.16,Bath3,main,Half Bath,R_1-M-C-ST
6117,PNT.S,Bath3,Seal the surface area w/latex based stain blocker - one coat,18.78,14.19,Bath3,main,Half Bath,R_1-M-C-ST
6118,PNT.P,Bath3,Paint the surface area - one coat,18.78,15.56,Bath3,main,Half Bath,R_1-M-C-ST
6119,FCV.PLK,Bath3,Vinyl plank flooring,3.94,26.9,Bath3,main,Half Bath,R_1-M-C-ST
6120,FCV.AV-,Bath3,Vinyl floor covering (sheet goods) - Standard grade,4.32,23.06,Bath3,main,Half Bath,R_1-M-C-ST
6121,FCW.LAM,Bath3,Snaplock Laminate - simulated wood flooring,3.76,24.63,Bath3,main,Half Bath,R_1-M-C-ST
6122,FCW.FIN,Bath3,Sand & finish wood floor (natural finish),3.76,16.16,Bath3,main,Half Bath,R_1-M-C-ST
6123,FCW.AV,Bath3,Oak flooring - #1 common - no finish,3.76,39.25,Bath3,main,Half Bath,R_1-M-C-ST
6124,FCC.PAD-,Bath3,Carpet pad - Standard grade,4.32,3.47,Bath3,main,Half Bath,R_1-M-C-ST
6125,FCC.AV-,Bath3,Carpet - Standard grade,4.32,21.83,Bath3,main,Half Bath,R_1-M-C-ST
6126,TIL.BMUD,Bath2,Mortar bed for tile,50,528.6,Bath2,main,Full Bath,R_1-M-C-ST
6127,TIL.TUB,Bath2,Tile tub surround - up to 60 SF,1,1298.04,Bath2,main,Full Bath,R_1-M-C-ST
6128,FNH.TR-,Bath2,Towel ring - Standard grade,1,33.08,Bath2,main,Full Bath,R_1-M-C-ST
6129,FNH.TP-,Bath2,Toilet paper holder - Standard grade,1,29.91,Bath2,main,Full Bath,R_1-M-C-ST
6130,FNH.TBAR-,Bath2,Towel bar - Standard grade,1,31.1,Bath2,main,Full Bath,R_1-M-C-ST
6131,PNT.SHW,Bath2,"Seal & paint wood shelving, 12""- 24"" width",10,53.28,Bath2,main,Full Bath,R_1-M-C-ST
6132,FNC.SH16,Bath2,"Shelving - 16"" - in place",10,138.6,Bath2,main,Full Bath,R_1-M-C-ST
6133,ELE.OS,Bath2,Outlet,2,31.84,Bath2,main,Full Bath,R_1-M-C-ST
6134,MSD.AV,Bath2,"Mirror - 1/4"" plate glass",6,134.86,Bath2,main,Full Bath,R_1-M-C-ST
6135,PLM.RFIXP-,Bath2,Rough-in plumbing - per fixture - w/PEX - Branch system,0.75,495.59,Bath2,main,Full Bath,R_1-M-C-ST
6136,PLM.RFIXP-,Bath2,Rough-in plumbing - per fixture - w/PEX - Branch system,0.75,495.59,Bath2,main,Full Bath,R_1-M-C-ST
6137,PLM.RFIXP-,Bath2,Rough-in plumbing - per fixture - w/PEX - Branch system,0.25,165.2,Bath2,main,Full Bath,R_1-M-C-ST
6138,PLM.RFIXP-,Bath2,Rough-in plumbing - per fixture - w/PEX - Branch system,0.25,165.2,Bath2,main,Full Bath,R_1-M-C-ST
6139,PLM.TLTS-,Bath2,Toilet seat - Standard grade,1,47.31,Bath2,main,Full Bath,R_1-M-C-ST
6140,PLM.TLT-,Bath2,Toilet - Standard grade,1,503.01,Bath2,main,Full Bath,R_1-M-C-ST
6141,PLM.TUB-,Bath2,Bathtub - Standard grade,1,927.6,Bath2,main,Full Bath,R_1-M-C-ST
6142,FNH.SROD,Bath2,Shower curtain rod,1,41.42,Bath2,main,Full Bath,R_1-M-C-ST
6143,PLM.TSFAU-,Bath2,Tub/shower faucet - Standard grade,1,311.06,Bath2,main,Full Bath,R_1-M-C-ST
6144,HVC.DCTFN3,Bath2,"Ductwork - flexible - non-insulated - 3"" round",10,78.84,Bath2,main,Full Bath,R_1-M-C-ST
6145,HVC.BVENT-,Bath2,Bathroom ventilation fan - Standard grade,1,107.5,Bath2,main,Full Bath,R_1-M-C-ST
6146,LIT.BAR4,Bath2,Light bar - 4 lights,1,107.35,Bath2,main,Full Bath,R_1-M-C-ST
6147,FNH.DORH-,Bath2,Door knob - interior - Standard grade,1,48.16,Bath2,main,Full Bath,R_1-M-C-ST
6148,PNT.DOR,Bath2,Paint door slab only - 2 coats (per side),2,93.44,Bath2,main,Full Bath,R_1-M-C-ST
6149,PNT.DORT,Bath2,Paint door/window trim & jamb - 2 coats (per side),2,75.26,Bath2,main,Full Bath,R_1-M-C-ST
6150,DOR.AV-,Bath2,Interior door unit - Standard grade,1,350.98,Bath2,main,Full Bath,R_1-M-C-ST
6151,ELE.GFI,Bath2,Ground fault interrupter (GFI) outlet,1,44.4,Bath2,main,Full Bath,R_1-M-C-ST
6152,CAB.VAN-,Bath2,Vanity - Standard grade,3,537.84,Bath2,main,Full Bath,R_1-M-C-ST
6153,CAB.CTFSPL4,Bath2,"4"" backsplash for flat laid countertop",3,34.7,Bath2,main,Full Bath,R_1-M-C-ST
6154,CAB.CTFL-,Bath2,Countertop - flat laid plastic laminate - Standard grade,3,134.53,Bath2,main,Full Bath,R_1-M-C-ST
6155,PLM.FAUBA-,Bath2,Sink faucet - Bathroom - Standard grade,1,212.32,Bath2,main,Full Bath,R_1-M-C-ST
6156,PLM.RFIXP-,Bath2,Rough-in plumbing - per fixture - w/PEX - Branch system,0.75,495.59,Bath2,main,Full Bath,R_1-M-C-ST
6157,PLM.RFIXP-,Bath2,Rough-in plumbing - per fixture - w/PEX - Branch system,0.25,165.2,Bath2,main,Full Bath,R_1-M-C-ST
6158,PLM.SNK-,Bath2,Sink - single - Standard grade,1,238.07,Bath2,main,Full Bath,R_1-M-C-ST
6159,PNT.SP,Bath2,Seal/prime (1 coat) then paint (1 coat) the surface area,180,211.68,Bath2,main,Full Bath,R_1-M-C-ST
6160,DRY.1/2,Bath2,"1/2"" drywall - hung, taped, floated, ready for paint",180,576.72,Bath2,main,Full Bath,R_1-M-C-ST
6161,PNT.B,Bath2,Paint baseboard - one coat,11.25,12.28,Bath2,main,Full Bath,R_1-M-C-ST
6162,FNC.B3,Bath2,"Baseboard - 3 1/4""",11.25,69.12,Bath2,main,Full Bath,R_1-M-C-ST
6163,DRY.1/2,Bath2,"1/2"" drywall - hung, taped, floated, ready for paint",29.97,96.02,Bath2,main,Full Bath,R_1-M-C-ST
6164,PNT.S,Bath2,Seal the surface area w/latex based stain blocker - one coat,29.97,22.66,Bath2,main,Full Bath,R_1-M-C-ST
6165,PNT.P,Bath2,Paint the surface area - one coat,29.97,24.82,Bath2,main,Full Bath,R_1-M-C-ST
6166,FCV.PLK,Bath2,Vinyl plank flooring,6.29,42.95,Bath2,main,Full Bath,R_1-M-C-ST
6167,FCV.AV-,Bath2,Vinyl floor covering (sheet goods) - Standard grade,6.89,36.8,Bath2,main,Full Bath,R_1-M-C-ST
6168,FCW.LAM,Bath2,Snaplock Laminate - simulated wood flooring,5.99,39.25,Bath2,main,Full Bath,R_1-M-C-ST
6169,FCW.FIN,Bath2,Sand & finish wood floor (natural finish),5.99,25.72,Bath2,main,Full Bath,R_1-M-C-ST
6170,FCW.AV,Bath2,Oak flooring - #1 common - no finish,5.99,62.53,Bath2,main,Full Bath,R_1-M-C-ST
6171,FCC.PAD-,Bath2,Carpet pad - Standard grade,6.89,5.54,Bath2,main,Full Bath,R_1-M-C-ST
6172,FCC.AV-,Bath2,Carpet - Standard grade,6.89,34.81,Bath2,main,Full Bath,R_1-M-C-ST
6173,PLM.WBOX,LaundryRoom,Washing machine outlet box with valves,1,254.48,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6174,ELE.OL220,LaundryRoom,220 volt outlet,1,39.72,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6175,ELE.GFI,LaundryRoom,Ground fault interrupter (GFI) outlet,1,44.4,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6176,ELE.OS,LaundryRoom,Outlet,1,15.93,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6177,PLM.RGHFIX,LaundryRoom,Rough-in plumbing - per fixture,1,786.87,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6178,LIT.AV-,LaundryRoom,Light fixture - Standard grade,1,57.68,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6179,FNH.DORH,LaundryRoom,Door knob - interior,1,57.56,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6180,PNT.DOR,LaundryRoom,Paint door slab only - 2 coats (per side),2,93.44,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6181,PNT.DORT,LaundryRoom,Paint door/window trim & jamb - 2 coats (per side),2,75.26,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6182,DOR.AV,LaundryRoom,Interior door unit,1,438.11,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6183,CAB.UP,LaundryRoom,Cabinetry - upper (wall) units,3,576.47,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6184,PNT.SP,LaundryRoom,Seal/prime (1 coat) then paint (1 coat) the surface area,166.67,196,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6185,DRY.1/2,LaundryRoom,"1/2"" drywall - hung, taped, floated, ready for paint",166.67,534.01,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6186,PNT.B,LaundryRoom,Paint baseboard - one coat,20.83,22.76,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6187,FNC.B3,LaundryRoom,"Baseboard - 3 1/4""",20.83,127.99,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6188,DRY.1/2,LaundryRoom,"1/2"" drywall - hung, taped, floated, ready for paint",26.36,84.46,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6189,PNT.S,LaundryRoom,Seal the surface area w/latex based stain blocker - one coat,26.36,19.93,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6190,PNT.P,LaundryRoom,Paint the surface area - one coat,26.36,21.83,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6191,FCV.PLK,LaundryRoom,Vinyl plank flooring,5.54,37.82,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6192,FCV.AV-,LaundryRoom,Vinyl floor covering (sheet goods) - Standard grade,6.06,32.37,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6193,FCW.LAM,LaundryRoom,Snaplock Laminate - simulated wood flooring,5.27,34.53,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6194,FCW.FIN,LaundryRoom,Sand & finish wood floor (natural finish),5.27,22.65,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6195,FCW.AV,LaundryRoom,Oak flooring - #1 common - no finish,5.27,55.03,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6196,FCC.PAD-,LaundryRoom,Carpet pad - Standard grade,6.06,4.88,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6197,FCC.AV-,LaundryRoom,Carpet - Standard grade,6.06,30.61,LaundryRoom,main,Laundry Room,R_1-M-C-ST
6198,ELE.OS,UtilityRoom,Outlet,6,95.54,UtilityRoom,main,Utility Room,R_1-M-C-ST
6199,PNT.SHW,UtilityRoom,"Seal & paint wood shelving, 12""- 24"" width",17,90.58,UtilityRoom,main,Utility Room,R_1-M-C-ST
6200,FNC.SH16,UtilityRoom,"Shelving - 16"" - in place",17,235.63,UtilityRoom,main,Utility Room,R_1-M-C-ST
6201,LIT.AV-,UtilityRoom,Light fixture - Standard grade,1,57.68,UtilityRoom,main,Utility Room,R_1-M-C-ST
6202,FNH.DORH,UtilityRoom,Door knob - interior,1,57.56,UtilityRoom,main,Utility Room,R_1-M-C-ST
6203,PNT.DOR,UtilityRoom,Paint door slab only - 2 coats (per side),2,93.44,UtilityRoom,main,Utility Room,R_1-M-C-ST
6204,PNT.DORT,UtilityRoom,Paint door/window trim & jamb - 2 coats (per side),2,75.26,UtilityRoom,main,Utility Room,R_1-M-C-ST
6205,DOR.AV,UtilityRoom,Interior door unit,1,438.11,UtilityRoom,main,Utility Room,R_1-M-C-ST
6206,PNT.SP,UtilityRoom,Seal/prime (1 coat) then paint (1 coat) the surface area,249.33,293.2,UtilityRoom,main,Utility Room,R_1-M-C-ST
6207,DRY.1/2,UtilityRoom,"1/2"" drywall - hung, taped, floated, ready for paint",249.33,798.85,UtilityRoom,main,Utility Room,R_1-M-C-ST
6208,PNT.B,UtilityRoom,Paint baseboard - one coat,31.17,34.04,UtilityRoom,main,Utility Room,R_1-M-C-ST
6209,FNC.B3,UtilityRoom,"Baseboard - 3 1/4""",31.17,191.51,UtilityRoom,main,Utility Room,R_1-M-C-ST
6210,DRY.1/2,UtilityRoom,"1/2"" drywall - hung, taped, floated, ready for paint",59.94,192.04,UtilityRoom,main,Utility Room,R_1-M-C-ST
6211,PNT.S,UtilityRoom,Seal the surface area w/latex based stain blocker - one coat,59.94,45.32,UtilityRoom,main,Utility Room,R_1-M-C-ST
6212,PNT.P,UtilityRoom,Paint the surface area - one coat,59.94,49.64,UtilityRoom,main,Utility Room,R_1-M-C-ST
6213,FCV.PLK,UtilityRoom,Vinyl plank flooring,12.59,85.96,UtilityRoom,main,Utility Room,R_1-M-C-ST
6214,FCV.AV-,UtilityRoom,Vinyl floor covering (sheet goods) - Standard grade,13.79,73.65,UtilityRoom,main,Utility Room,R_1-M-C-ST
6215,FCW.LAM,UtilityRoom,Snaplock Laminate - simulated wood flooring,11.99,78.57,UtilityRoom,main,Utility Room,R_1-M-C-ST
6216,FCW.FIN,UtilityRoom,Sand & finish wood floor (natural finish),11.99,51.5,UtilityRoom,main,Utility Room,R_1-M-C-ST
6217,FCW.AV,UtilityRoom,Oak flooring - #1 common - no finish,11.99,125.17,UtilityRoom,main,Utility Room,R_1-M-C-ST
6218,FCC.PAD-,UtilityRoom,Carpet pad - Standard grade,13.79,11.08,UtilityRoom,main,Utility Room,R_1-M-C-ST
6219,FCC.AV-,UtilityRoom,Carpet - Standard grade,13.79,69.68,UtilityRoom,main,Utility Room,R_1-M-C-ST
6220,ELE.OS,WalkInCloset,Outlet,2,31.84,WalkInCloset,main,Walk-In Closet,R_1-M-C-ST
6221,PNT.SHW,WalkInCloset,"Seal & paint wood shelving, 12""- 24"" width",17,90.58,WalkInCloset,main,Walk-In Closet,R_1-M-C-ST
6222,FNC.SH16,WalkInCloset,"Shelving - 16"" - in place",17,235.63,WalkInCloset,main,Walk-In Closet,R_1-M-C-ST
6223,FNC.CLROD,WalkInCloset,Closet rod,17,96.91,WalkInCloset,main,Walk-In Closet,R_1-M-C-ST
6224,LIT.AV-,WalkInCloset,Light fixture - Standard grade,1,57.68,WalkInCloset,main,Walk-In Closet,R_1-M-C-ST
6225,FNH.DORH,WalkInCloset,Door knob - interior,1,57.56,WalkInCloset,main,Walk-In Closet,R_1-M-C-ST
6226,PNT.DOR,WalkInCloset,Paint door slab only - 2 coats (per side),2,93.44,WalkInCloset,main,Walk-In Closet,R_1-M-C-ST
6227,PNT.DORT,WalkInCloset,Paint door/window trim & jamb - 2 coats (per side),2,75.26,WalkInCloset,main,Walk-In Closet,R_1-M-C-ST
6228,DOR.AV,WalkInCloset,Interior door unit,1,438.11,WalkInCloset,main,Walk-In Closet,R_1-M-C-ST
6229,PNT.SP,WalkInCloset,Seal/prime (1 coat) then paint (1 coat) the surface area,249.33,293.2,WalkInCloset,main,Walk-In Closet,R_1-M-C-ST
6230,DRY.1/2,WalkInCloset,"1/2"" drywall - hung, taped, floated, ready for paint",249.33,798.85,WalkInCloset,main,Walk-In Closet,R_1-M-C-ST
6231,PNT.B,WalkInCloset,Paint baseboard - one coat,31.17,34.04,WalkInCloset,main,Walk-In Closet,R_1-M-C-ST
6232,FNC.B3,WalkInCloset,"Baseboard - 3 1/4""",31.17,191.51,WalkInCloset,main,Walk-In Closet,R_1-M-C-ST
6233,DRY.1/2,WalkInCloset,"1/2"" drywall - hung, taped, floated, ready for paint",59.94,192.04,WalkInCloset,main,Walk-In Closet,R_1-M-C-ST
6234,PNT.S,WalkInCloset,Seal the surface area w/latex based stain blocker - one coat,59.94,45.32,WalkInCloset,main,Walk-In Closet,R_1-M-C-ST
6235,PNT.P,WalkInCloset,Paint the surface area - one coat,59.94,49.64,WalkInCloset,main,Walk-In Closet,R_1-M-C-ST
6236,FCV.PLK,WalkInCloset,Vinyl plank flooring,12.59,85.96,WalkInCloset,main,Walk-In Closet,R_1-M-C-ST
6237,FCV.AV-,WalkInCloset,Vinyl floor covering (sheet goods) - Standard grade,13.79,73.65,WalkInCloset,main,Walk-In Closet,R_1-M-C-ST
6238,FCW.LAM,WalkInCloset,Snaplock Laminate - simulated wood flooring,11.99,78.57,WalkInCloset,main,Walk-In Closet,R_1-M-C-ST
6239,FCW.FIN,WalkInCloset,Sand & finish wood floor (natural finish),11.99,51.5,WalkInCloset,main,Walk-In Closet,R_1-M-C-ST
6240,FCW.AV,WalkInCloset,Oak flooring - #1 common - no finish,11.99,125.17,WalkInCloset,main,Walk-In Closet,R_1-M-C-ST
6241,FCC.PAD-,WalkInCloset,Carpet pad - Standard grade,13.79,11.08,WalkInCloset,main,Walk-In Closet,R_1-M-C-ST
6242,FCC.AV-,WalkInCloset,Carpet - Standard grade,13.79,69.68,WalkInCloset,main,Walk-In Closet,R_1-M-C-ST
6243,ELE.OS,FamilyRoom,Outlet,6,95.54,FamilyRoom,main,Living Area,R_1-M-C-ST
6244,LIT.AV-,FamilyRoom,Light fixture - Standard grade,1,57.68,FamilyRoom,main,Living Area,R_1-M-C-ST
6245,PNT.SP,FamilyRoom,Seal/prime (1 coat) then paint (1 coat) the surface area,333.33,392,FamilyRoom,main,Living Area,R_1-M-C-ST
6246,DRY.1/2,FamilyRoom,"1/2"" drywall - hung, taped, floated, ready for paint",333.33,1067.99,FamilyRoom,main,Living Area,R_1-M-C-ST
6247,PNT.B,FamilyRoom,Paint baseboard - one coat,41.67,45.5,FamilyRoom,main,Living Area,R_1-M-C-ST
6248,FNC.B3,FamilyRoom,"Baseboard - 3 1/4""",41.67,256.03,FamilyRoom,main,Living Area,R_1-M-C-ST
6249,DRY.1/2,FamilyRoom,"1/2"" drywall - hung, taped, floated, ready for paint",105.44,337.82,FamilyRoom,main,Living Area,R_1-M-C-ST
6250,PNT.S,FamilyRoom,Seal the surface area w/latex based stain blocker - one coat,105.44,79.71,FamilyRoom,main,Living Area,R_1-M-C-ST
6251,PNT.P,FamilyRoom,Paint the surface area - one coat,105.44,87.31,FamilyRoom,main,Living Area,R_1-M-C-ST
6252,FCV.PLK,FamilyRoom,Vinyl plank flooring,22.14,151.18,FamilyRoom,main,Living Area,R_1-M-C-ST
6253,FCV.AV-,FamilyRoom,Vinyl floor covering (sheet goods) - Standard grade,24.25,129.49,FamilyRoom,main,Living Area,R_1-M-C-ST
6254,FCW.LAM,FamilyRoom,Snaplock Laminate - simulated wood flooring,21.09,138.19,FamilyRoom,main,Living Area,R_1-M-C-ST
6255,FCW.FIN,FamilyRoom,Sand & finish wood floor (natural finish),21.09,90.6,FamilyRoom,main,Living Area,R_1-M-C-ST
6256,FCW.AV,FamilyRoom,Oak flooring - #1 common - no finish,21.09,220.18,FamilyRoom,main,Living Area,R_1-M-C-ST
6257,FCC.PAD-,FamilyRoom,Carpet pad - Standard grade,24.25,19.51,FamilyRoom,main,Living Area,R_1-M-C-ST
6258,FCC.AV-,FamilyRoom,Carpet - Standard grade,24.25,122.51,FamilyRoom,main,Living Area,R_1-M-C-ST
6259,ELE.SMOKE-,Bedroom2,Smoke detector - Standard grade,1,47.64,Bedroom2,main,Bedroom,R_1-M-C-ST
6260,PNT.SHW,Bedroom2,"Seal & paint wood shelving, 12""- 24"" width",4,21.32,Bedroom2,main,Bedroom,R_1-M-C-ST
6261,FNC.SH16,Bedroom2,"Shelving - 16"" - in place",4,55.44,Bedroom2,main,Bedroom,R_1-M-C-ST
6262,FNC.CLROD,Bedroom2,Closet rod,4,22.8,Bedroom2,main,Bedroom,R_1-M-C-ST
6263,ELE.OS,Bedroom2,Outlet,5,79.63,Bedroom2,main,Bedroom,R_1-M-C-ST
6264,LIT.AV-,Bedroom2,Light fixture - Standard grade,1,57.68,Bedroom2,main,Bedroom,R_1-M-C-ST
6265,FNH.DORH,Bedroom2,Door knob - interior,1,57.56,Bedroom2,main,Bedroom,R_1-M-C-ST
6266,PNT.BF,Bedroom2,Paint bifold door set - slab only - 2 coats (per side),2,132.04,Bedroom2,main,Bedroom,R_1-M-C-ST
